name,datetime,humidity,precip,windspeed,cloudcover,visibility,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c,precip_chance
Port of Spain,2024-04-03,75.7,0.0,15.0,27.9,6.1,32.8,21.1,26.7,37.7,21.1,28.4,21.7,0
Port of Spain,2024-04-04,76.4,2.0066,17.2,50.5,7.8,31.8,25.8,28.2,36.4,25.8,30.7,23.4,1
Port of Spain,2024-04-05,77.3,0.4064,17.2,55.5,6.0,32.9,26.5,29.1,40.6,26.5,33.7,24.5,1
Port of Spain,2024-04-06,77.5,2.0066,10.3,59.1,7.8,31.9,26.1,28.3,36.7,26.1,31.6,23.9,1
Port of Spain,2024-04-07,81.8,0.0,16.8,50.6,8.6,32.1,25.9,28.7,40.3,25.9,33.0,25.1,0
Port of Spain,2024-04-08,84.2,3.0988,6.9,55.0,8.0,31.8,25.9,28.1,40.1,25.9,32.0,25.1,1
Port of Spain,2024-04-09,81.5,0.0,11.4,34.0,8.6,33.1,25.1,29.2,41.9,25.1,34.2,25.5,0
Port of Spain,2024-04-10,85.9,2.0066,9.2,51.9,8.7,32.8,24.8,27.7,42.3,24.8,31.7,25.1,1
Port of Spain,2024-04-11,82.5,0.0,17.2,52.2,7.7,33.0,24.9,27.9,42.6,24.9,31.3,24.6,0
Port of Spain,2024-04-12,83.1,0.3048,16.1,34.6,6.7,31.1,25.1,27.6,37.7,25.1,30.2,24.3,1
Port of Spain,2024-04-13,72.7,0.0,19.7,50.0,7.5,31.8,24.1,27.9,34.0,24.1,29.4,22.1,0
Port of Spain,2024-04-14,73.6,0.0,16.1,55.2,7.9,31.1,23.8,27.5,34.2,23.8,29.2,21.9,0
Port of Spain,2024-04-15,80.6,0.7111999999999999,20.8,57.9,6.7,32.0,24.8,27.3,37.9,24.8,29.7,23.6,1
Port of Spain,2024-04-16,78.9,2.9972,16.1,51.9,7.0,31.8,24.9,28.2,38.8,24.9,31.4,23.9,1
Port of Spain,2024-04-17,79.5,0.0,16.1,50.2,5.9,32.9,26.1,28.8,40.1,26.1,33.3,24.7,0
Port of Spain,2024-04-18,75.7,0.0,16.5,58.2,5.6,32.8,25.8,28.7,36.9,25.8,31.8,23.7,0
Port of Spain,2024-04-19,76.4,0.0,13.9,61.0,7.0,31.8,26.9,28.7,37.5,29.9,32.9,24.1,0
Port of Spain,2024-04-20,81.1,0.0,13.9,59.2,7.7,32.1,26.1,28.1,40.7,26.1,31.8,24.4,0
Port of Spain,2024-04-21,73.0,0.0,15.0,39.2,3.5,32.8,26.0,28.7,37.2,26.0,31.9,23.2,0
Port of Spain,2024-04-22,71.6,0.0,15.4,29.3,3.7,32.1,24.9,28.2,36.1,24.9,30.1,22.1,0
Port of Spain,2024-04-23,76.6,0.0,18.3,39.3,3.5,32.8,25.1,28.7,39.1,25.1,32.3,24.0,0
Port of Spain,2024-04-24,71.0,0.0,20.8,37.3,4.2,32.1,25.8,28.4,36.3,25.8,31.1,22.4,0
Port of Spain,2024-04-25,81.6,0.0,16.1,44.9,4.9,32.8,23.9,27.3,39.2,23.9,30.1,23.8,0
Port of Spain,2024-04-26,73.5,0.0,16.1,47.2,7.4,32.1,24.8,28.0,36.6,24.8,29.9,22.6,0
Port of Spain,2024-04-27,75.4,0.0,16.1,58.1,7.8,32.1,23.8,27.9,37.6,23.8,30.4,22.9,0
Port of Spain,2024-04-28,72.3,0.0,12.8,50.6,7.3,32.1,23.8,27.8,36.4,23.8,29.7,22.0,0
Port of Spain,2024-04-29,68.3,0.0,13.9,38.3,6.9,32.1,24.1,28.1,34.2,24.1,29.8,21.4,0
Port of Spain,2024-04-30,69.8,0.0,18.3,36.4,8.6,32.8,24.8,28.6,37.6,24.8,30.8,22.2,0
Port of Spain,2024-05-01,78.6,0.0,15.0,33.4,8.0,30.9,22.8,26.8,36.4,22.8,28.8,22.6,0
Port of Spain,2024-05-02,82.0,0.0,15.9,50.1,6.8,32.0,23.9,27.4,39.3,23.9,30.1,23.9,0
Port of Spain,2024-05-03,77.2,0.0,18.3,39.0,7.3,31.9,23.1,27.3,36.4,23.1,29.4,22.7,0
Port of Spain,2024-05-04,77.5,0.7111999999999999,16.1,44.5,6.3,31.8,26.1,28.4,38.9,26.1,32.1,24.0,1
Port of Spain,2024-05-05,79.2,0.0,23.2,59.2,4.4,32.8,26.9,29.2,41.5,29.9,35.0,25.2,0
Port of Spain,2024-05-06,77.2,19.4056,16.1,57.7,7.4,31.8,26.8,28.6,40.2,29.7,33.0,24.2,1
Port of Spain,2024-05-07,82.6,2.1082,15.0,27.6,6.9,32.1,25.8,28.4,40.8,25.8,32.4,25.0,1
Port of Spain,2024-05-08,86.0,16.509999999999998,9.2,63.5,8.3,29.8,24.1,26.7,37.0,24.1,28.8,24.1,1
Port of Spain,2024-05-09,80.3,0.0,5.8,28.8,9.8,34.1,25.0,29.2,41.9,25.0,34.2,25.2,0
Port of Spain,2024-05-10,92.3,73.2028,12.8,59.3,7.5,30.9,24.8,26.4,40.6,24.8,28.1,25.0,1
Port of Spain,2024-05-11,83.2,17.399,8.1,58.0,7.9,33.0,24.1,26.6,37.9,24.1,28.3,23.4,1
Port of Spain,2024-05-12,78.4,2.3876,16.1,33.5,7.4,31.1,24.1,27.3,35.3,24.1,29.1,23.0,1
Port of Spain,2024-05-13,70.4,0.508,17.2,36.8,6.2,33.8,25.8,29.1,40.2,25.8,32.1,22.9,1
Port of Spain,2024-05-14,75.8,0.0,16.1,33.1,5.9,33.1,25.1,28.9,39.5,25.1,32.6,23.9,0
Port of Spain,2024-05-15,73.0,0.0,16.1,31.2,6.2,33.1,25.8,29.1,39.2,25.8,32.1,23.4,0
Port of Spain,2024-05-16,78.9,0.0,19.7,52.4,5.9,34.0,25.8,29.1,40.4,25.8,33.3,24.8,0
Port of Spain,2024-05-17,83.0,2.0066,18.3,58.7,6.0,32.1,26.8,28.7,40.6,30.2,34.2,25.4,1
Port of Spain,2024-05-18,90.7,15.011399999999998,16.1,64.5,4.9,29.9,25.9,27.2,37.3,25.9,30.9,25.6,1
Port of Spain,2024-05-19,84.8,0.1016,13.9,55.9,6.2,31.9,26.1,28.4,40.2,26.1,33.4,25.5,1
Port of Spain,2024-05-20,81.3,0.0,18.3,56.4,6.6,32.1,26.9,28.7,39.4,30.4,33.9,25.1,0
Port of Spain,2024-05-21,77.6,0.0,16.1,52.0,8.2,32.8,26.1,28.8,39.9,26.1,32.6,24.3,0
Port of Spain,2024-05-22,81.0,0.1016,18.3,47.7,8.3,32.1,25.9,28.3,39.1,25.9,32.4,24.7,1
Port of Spain,2024-05-23,81.3,0.3048,16.1,58.6,7.1,32.9,25.9,28.6,40.1,25.9,32.7,24.9,1
Port of Spain,2024-05-24,77.3,2.0066,17.2,59.4,8.8,32.8,24.9,28.5,37.7,24.9,31.5,23.8,1
Port of Spain,2024-05-25,83.4,0.0,11.4,66.4,8.6,33.8,24.1,27.6,43.3,24.1,31.0,24.4,0
Port of Spain,2024-05-26,80.1,0.0,15.0,46.5,9.6,33.8,26.1,29.2,41.4,26.1,34.0,25.2,0
Port of Spain,2024-05-27,79.3,0.0,16.1,59.0,7.0,32.9,26.8,29.3,40.3,30.1,34.7,25.1,0
Port of Spain,2024-05-28,75.7,0.0,16.1,55.7,6.5,33.1,26.8,29.6,40.5,29.7,34.9,24.7,0
Port of Spain,2024-05-29,81.9,0.9906,15.0,61.4,6.5,32.8,26.1,28.6,40.3,26.1,33.4,25.1,1
Port of Spain,2024-05-30,91.5,15.5956,16.1,61.6,5.1,30.1,25.8,27.2,38.7,25.8,30.9,25.7,1
Port of Spain,2024-05-31,86.3,2.8194,18.3,53.7,5.6,30.8,25.0,27.8,38.8,25.0,31.8,25.3,1
Port of Spain,2024-06-01,72.8,0.0,11.4,22.2,7.3,32.1,22.0,26.8,38.3,22.0,28.1,21.2,0
Port of Spain,2024-06-02,81.8,0.0,16.1,50.9,6.4,31.8,25.2,28.1,40.1,25.2,31.7,24.6,0
Port of Spain,2024-06-03,78.1,0.0,17.2,31.4,8.8,31.9,24.0,27.4,36.7,24.0,29.8,23.1,0
Port of Spain,2024-06-04,74.5,0.0,17.2,33.2,7.2,32.8,25.8,28.7,38.0,25.8,32.2,23.6,0
Port of Spain,2024-06-05,74.7,0.0,17.2,45.9,4.1,32.4,27.0,29.4,39.6,30.6,34.3,24.3,0
Port of Spain,2024-06-06,80.4,0.0,17.2,50.0,6.5,32.0,26.1,28.8,40.3,26.1,33.9,25.0,0
Port of Spain,2024-06-07,84.1,0.0,13.9,35.6,5.6,30.8,25.8,27.8,37.6,25.8,31.2,24.8,0
Port of Spain,2024-06-08,73.7,0.0,10.3,53.2,8.5,32.9,25.1,28.4,36.9,25.1,31.1,23.0,0
Port of Spain,2024-06-09,84.0,39.19219999999999,13.9,40.7,9.6,33.1,25.1,28.6,43.7,25.1,33.4,25.5,1
Port of Spain,2024-06-10,84.2,0.0,11.4,56.9,9.1,31.1,23.8,27.2,39.1,23.8,30.4,24.2,0
Port of Spain,2024-06-11,80.3,2.9972,11.4,49.9,8.2,31.1,24.9,27.4,36.6,24.9,29.7,23.6,1
Port of Spain,2024-06-12,81.0,0.0,13.9,34.4,7.7,31.1,23.1,27.1,36.7,23.1,29.6,23.4,0
Port of Spain,2024-06-13,80.8,0.0,15.0,57.9,7.7,31.9,24.9,28.2,40.2,24.9,32.1,24.5,0
Port of Spain,2024-06-14,87.2,6.604,16.1,61.1,6.7,31.1,26.0,27.9,39.1,26.0,32.4,25.5,1
Port of Spain,2024-06-15,82.4,0.4064,16.1,54.4,5.6,32.0,25.9,28.5,38.7,25.9,32.1,25.0,1
Port of Spain,2024-06-16,85.2,1.4986,16.1,47.9,7.2,31.1,25.8,28.1,39.1,25.8,32.1,25.2,1
Port of Spain,2024-06-17,84.0,2.0066,11.4,48.8,9.2,31.0,24.9,27.6,38.8,24.9,30.7,24.5,1
Port of Spain,2024-06-18,86.3,8.102599999999999,11.4,50.6,6.4,28.1,24.1,26.1,32.0,24.1,27.3,23.5,1
Port of Spain,2024-06-19,81.5,0.0,17.2,58.4,6.9,32.0,25.1,28.2,40.0,25.1,32.0,24.6,0
Port of Spain,2024-06-20,83.4,0.6096,20.8,68.4,6.3,31.8,25.9,27.7,40.1,25.9,30.9,24.6,1
Port of Spain,2024-06-21,79.6,0.1016,16.1,58.0,6.4,31.9,25.8,28.4,38.6,25.8,32.2,24.4,1
Port of Spain,2024-06-22,84.7,0.0,12.8,54.9,6.5,31.1,24.9,27.7,37.4,24.9,31.2,24.7,0
Port of Spain,2024-06-23,81.9,2.9972,11.4,49.4,8.8,31.9,25.8,28.2,39.1,25.8,31.7,24.7,1
Port of Spain,2024-06-24,82.7,0.9906,15.0,66.3,7.6,31.8,25.0,27.8,40.0,25.0,31.3,24.6,1
Port of Spain,2024-06-25,84.6,2.0066,15.0,64.8,7.9,32.0,25.1,28.0,40.7,25.1,31.7,25.1,1
Port of Spain,2024-06-26,83.3,1.2954,11.4,56.7,7.0,32.1,24.9,28.1,40.6,24.9,31.9,24.8,1
Port of Spain,2024-06-27,74.3,0.508,16.1,34.8,7.8,31.8,25.8,28.6,37.8,25.8,31.5,23.3,1
Port of Spain,2024-06-28,85.2,1.9812,11.4,54.8,7.1,29.9,25.8,27.1,36.8,25.8,29.6,24.3,1
Port of Spain,2024-06-29,91.9,23.7744,15.0,62.6,6.8,28.9,23.8,25.4,34.3,23.8,26.1,24.0,1
Port of Spain,2024-06-30,85.4,0.2032,13.9,50.5,9.0,31.9,23.8,27.1,39.1,23.8,30.0,24.3,1
Port of Spain,2024-07-01,73.4,0.3048,15.0,39.5,8.1,30.1,23.8,26.4,32.3,23.8,27.6,21.2,1
Port of Spain,2024-07-02,80.8,0.0,14.0,50.4,6.3,31.8,25.9,28.1,40.3,25.9,31.6,24.3,0
Port of Spain,2024-07-03,79.8,2.9972,16.1,49.8,7.9,31.0,25.1,27.8,37.7,25.1,30.9,23.9,1
Port of Spain,2024-07-04,78.5,0.0,15.0,38.5,7.2,32.8,24.1,28.3,39.1,24.1,31.6,24.0,0
Port of Spain,2024-07-05,72.9,0.0,16.1,55.0,3.9,32.0,27.0,29.2,36.6,29.8,33.2,23.6,0
Port of Spain,2024-07-06,74.4,2.0066,17.2,50.4,6.3,30.9,26.1,28.4,36.4,26.1,31.9,23.3,1
Port of Spain,2024-07-07,84.3,13.9954,6.9,56.4,7.8,30.8,24.8,26.9,35.3,24.8,28.8,23.9,1
Port of Spain,2024-07-08,76.3,5.9944,11.4,46.0,7.7,31.1,25.9,27.9,36.2,25.9,30.6,23.2,1
Port of Spain,2024-07-09,85.1,5.0038,5.8,62.9,8.0,33.1,25.8,28.9,45.2,25.8,34.9,26.1,1
Port of Spain,2024-07-10,84.9,6.7056,12.8,57.5,8.5,31.8,24.1,26.3,35.6,24.1,27.3,23.4,1
Port of Spain,2024-07-11,83.8,0.0,10.3,54.6,8.1,32.8,25.0,28.2,42.1,25.0,32.6,25.1,0
Port of Spain,2024-07-12,81.7,21.4122,11.4,43.1,8.4,31.8,24.1,27.4,37.5,24.1,29.8,23.8,1
Port of Spain,2024-07-13,84.2,0.0,10.3,46.7,7.9,32.0,23.9,27.2,39.0,23.9,30.1,24.2,0
Port of Spain,2024-07-14,80.1,0.2032,13.9,46.1,6.8,32.1,25.0,28.6,40.7,25.0,32.9,24.7,1
Port of Spain,2024-07-15,81.3,0.0,9.2,56.9,7.3,32.8,24.8,28.5,40.6,24.8,32.7,24.8,0
Port of Spain,2024-07-16,86.9,19.0246,11.4,60.3,8.6,31.1,25.1,27.3,40.6,25.1,30.3,24.9,1
Port of Spain,2024-07-17,82.1,31.2166,8.1,64.4,8.9,30.9,24.9,26.8,38.7,24.9,28.4,23.4,1
Port of Spain,2024-07-18,79.7,13.0048,11.4,58.5,8.3,30.8,24.0,26.6,34.1,24.0,27.8,22.6,1
Port of Spain,2024-07-19,75.4,0.4064,9.2,46.5,8.0,32.8,24.8,28.1,36.9,24.8,30.7,23.1,1
Port of Spain,2024-07-20,76.7,0.2032,13.9,53.7,7.5,32.1,25.1,28.1,36.9,25.1,30.9,23.5,1
Port of Spain,2024-07-21,68.7,0.0,13.9,39.6,5.4,32.1,25.9,29.1,35.4,25.9,32.1,22.5,0
Port of Spain,2024-07-22,78.3,1.397,13.9,51.5,6.1,31.8,25.1,27.6,35.4,25.1,29.8,23.3,1
Port of Spain,2024-07-23,85.3,18.8976,9.2,58.0,7.1,29.8,25.1,26.8,34.9,25.1,29.0,24.1,1
Port of Spain,2024-07-24,83.6,8.3058,13.9,53.0,7.1,32.1,24.1,27.8,40.4,24.1,31.6,24.6,1
Port of Spain,2024-07-25,92.5,232.0036,13.9,57.5,6.0,27.9,25.0,26.2,33.4,25.0,27.8,24.9,1
Port of Spain,2024-07-26,83.9,2.9972,16.1,51.2,6.1,31.8,25.8,28.4,41.8,25.8,32.8,25.3,1
Port of Spain,2024-07-27,71.7,0.2032,13.9,21.9,6.5,32.8,26.1,29.1,36.9,26.1,32.4,23.1,1
Port of Spain,2024-07-28,75.0,0.0,13.9,27.3,7.3,32.0,25.1,28.6,38.9,25.1,31.8,23.6,0
Port of Spain,2024-07-29,86.9,7.696199999999999,13.9,53.5,7.6,31.9,25.1,27.2,40.1,25.1,29.6,24.7,1
Port of Spain,2024-07-30,84.9,0.0,8.1,54.0,7.7,31.9,24.8,27.7,40.5,24.8,31.2,24.8,0
Port of Spain,2024-07-31,86.2,42.0116,13.9,47.4,7.9,33.1,22.9,26.3,40.7,22.9,28.2,23.7,1
Port of Spain,2024-08-01,79.4,3.9878,16.1,50.5,7.5,29.9,23.1,26.2,35.6,23.1,27.8,22.2,1
Port of Spain,2024-08-02,77.1,0.0,15.0,46.3,5.3,31.1,25.8,27.7,34.0,25.8,29.1,23.0,0
Port of Spain,2024-08-03,80.1,0.0,16.1,59.7,7.2,31.8,25.1,28.0,37.8,25.1,30.7,24.1,0
Port of Spain,2024-08-04,78.0,0.0,12.8,44.4,8.3,33.0,23.1,27.8,38.1,23.1,30.4,23.3,0
Port of Spain,2024-08-05,74.5,0.0,16.1,52.5,4.2,33.0,25.5,29.2,40.6,25.5,33.6,24.0,0
Port of Spain,2024-08-06,85.6,11.5824,16.1,58.1,6.4,30.1,26.0,27.4,37.3,26.0,30.8,24.8,1
Port of Spain,2024-08-07,81.6,0.0,9.2,48.3,9.3,32.0,24.1,27.8,40.5,24.1,31.9,24.3,0
Port of Spain,2024-08-08,72.5,0.0,11.4,33.1,8.9,32.1,24.7,28.3,36.3,24.7,30.7,22.6,0
Port of Spain,2024-08-09,87.3,7.010400000000001,11.4,55.2,8.0,33.8,25.1,28.0,44.8,25.1,31.8,25.6,1
Port of Spain,2024-08-10,84.5,0.0,15.0,35.4,8.7,32.8,24.9,28.4,42.3,24.9,33.3,25.4,0
Port of Spain,2024-08-11,81.4,0.0,11.4,49.3,8.3,33.0,25.9,29.2,43.8,25.9,34.9,25.6,0
Port of Spain,2024-08-12,82.7,1.4224,13.9,36.6,8.4,30.9,24.8,27.3,36.4,24.8,29.9,24.0,1
Port of Spain,2024-08-13,82.4,0.0,9.2,55.8,9.3,31.8,23.8,27.8,39.1,23.8,31.7,24.4,0
Port of Spain,2024-08-14,80.9,0.0,13.9,45.4,9.6,32.8,25.0,28.7,40.5,25.0,33.2,24.9,0
Port of Spain,2024-08-15,82.0,3.9878,8.1,51.7,7.7,31.8,25.0,27.9,39.0,25.0,31.1,24.3,1
Port of Spain,2024-08-16,79.8,0.0,10.3,43.5,7.7,33.0,24.8,28.5,42.2,24.8,32.9,24.6,0
Port of Spain,2024-08-17,73.3,0.0,8.1,34.9,8.2,33.9,26.1,29.3,39.0,26.1,33.2,23.7,0
Port of Spain,2024-08-18,78.5,0.0,11.4,31.7,7.9,33.0,24.9,28.5,40.3,24.9,32.4,24.3,0
Port of Spain,2024-08-19,79.5,0.0,11.4,29.9,9.2,33.0,24.8,28.9,41.8,24.8,33.4,24.8,0
Port of Spain,2024-08-20,75.7,10.9982,9.2,32.5,7.1,33.1,25.8,28.6,37.1,25.8,31.3,23.5,1
Port of Spain,2024-08-21,71.7,0.0,8.1,21.5,8.1,34.0,24.1,28.5,40.3,24.1,30.7,22.4,0
Port of Spain,2024-08-22,72.6,0.0,11.6,40.9,8.0,32.9,25.8,28.7,38.1,25.8,31.6,23.1,0
Port of Spain,2024-08-23,78.5,4.7752,13.2,56.9,7.8,32.1,25.0,27.6,36.9,25.0,30.2,23.4,1
Port of Spain,2024-08-24,86.5,8.001,5.8,60.5,8.1,27.8,24.8,26.0,30.4,24.8,26.4,23.6,1
Port of Spain,2024-08-25,82.0,9.4996,6.9,60.6,7.2,30.1,24.9,27.1,35.0,24.9,29.3,23.7,1
Port of Spain,2024-08-26,77.7,0.0,9.2,43.7,7.3,34.1,24.8,28.9,43.3,24.8,33.5,24.5,0
Port of Spain,2024-08-27,90.8,17.983199999999997,8.1,36.1,7.8,30.0,25.1,27.0,37.4,25.1,29.7,25.3,1
Port of Spain,2024-08-28,88.6,0.6096,9.2,41.8,8.6,32.8,24.1,27.2,43.2,24.1,30.4,25.0,1
Port of Spain,2024-08-29,87.7,3.302,11.4,45.3,9.0,32.0,24.8,26.6,40.6,24.8,28.5,24.3,1
Port of Spain,2024-08-30,91.9,0.6096,9.2,49.0,7.8,30.8,24.1,26.4,38.9,24.1,28.2,24.9,1
Port of Spain,2024-08-31,88.3,19.9898,11.4,58.9,8.0,30.9,24.1,27.3,40.3,24.1,31.1,25.2,1
Port of Spain,2024-09-01,82.8,0.2032,13.9,37.0,7.9,30.9,22.1,26.4,37.4,22.1,28.6,23.1,1
Port of Spain,2024-09-02,77.6,0.0,12.8,39.3,5.6,30.8,23.0,27.2,34.2,23.0,28.9,22.7,0
Port of Spain,2024-09-03,77.9,0.0,15.0,52.0,6.3,33.8,25.0,28.3,39.1,25.0,31.1,23.8,0
Port of Spain,2024-09-04,73.7,0.0,16.1,33.7,9.5,32.1,23.1,27.6,36.8,23.1,29.2,22.0,0
Port of Spain,2024-09-05,68.5,0.0,16.1,45.6,4.3,33.0,26.8,29.3,37.0,29.3,32.6,22.6,0
Port of Spain,2024-09-06,87.8,5.4102,17.2,65.6,6.7,31.1,25.9,27.8,40.5,25.9,31.7,25.5,1
Port of Spain,2024-09-07,82.3,0.6096,12.8,42.7,6.6,32.8,25.9,28.7,40.5,25.9,33.3,25.3,1
Port of Spain,2024-09-08,83.2,0.0,13.9,52.2,8.7,32.1,24.9,28.1,40.4,24.9,31.8,24.8,0
Port of Spain,2024-09-09,88.1,35.20439999999999,11.4,64.0,7.6,32.8,24.1,27.3,43.1,24.1,30.2,25.1,1
Port of Spain,2024-09-10,88.4,11.6078,13.9,51.9,7.8,30.8,25.1,27.6,37.3,25.1,31.7,25.4,1
Port of Spain,2024-09-11,83.9,0.0,11.4,56.0,6.9,32.0,26.1,28.7,41.7,26.1,34.6,25.7,0
Port of Spain,2024-09-12,86.1,5.1054,13.9,48.0,7.6,30.9,24.0,26.6,37.4,24.0,28.2,23.9,1
Port of Spain,2024-09-13,81.8,0.1016,12.8,41.5,6.8,33.0,26.0,29.1,42.3,26.0,34.1,25.4,1
Port of Spain,2024-09-14,84.9,0.889,8.1,52.2,7.3,31.1,26.8,28.1,39.4,29.6,33.1,25.3,1
Port of Spain,2024-09-15,82.9,0.508,13.9,56.9,8.7,32.9,26.1,29.2,42.1,26.1,35.2,25.9,1
Port of Spain,2024-09-16,84.7,0.0,9.2,57.4,8.9,33.8,26.8,29.0,43.8,30.4,35.2,26.0,0
Port of Spain,2024-09-17,83.8,0.0,13.9,50.8,8.0,32.9,26.1,29.1,43.8,26.1,35.1,25.9,0
Port of Spain,2024-09-18,87.1,41.9862,11.4,54.5,8.3,33.8,23.1,27.7,44.6,23.1,31.2,25.2,1
Port of Spain,2024-09-19,82.4,0.0,10.3,43.5,8.2,33.1,24.1,28.7,41.8,24.1,33.3,25.2,0
Port of Spain,2024-09-20,81.8,0.0,11.4,59.5,8.1,33.0,26.1,29.3,42.1,26.1,35.4,25.7,0
Port of Spain,2024-09-21,80.9,0.0,12.8,50.8,8.4,32.9,26.1,29.3,41.8,26.1,34.9,25.5,0
Port of Spain,2024-09-22,79.5,0.0,12.8,37.2,8.3,33.1,26.1,29.3,42.1,26.1,34.9,25.3,0
Port of Spain,2024-09-23,86.3,0.889,13.9,42.9,8.5,32.8,25.9,28.1,43.2,25.9,32.6,25.6,1
Port of Spain,2024-09-24,83.4,0.0,11.4,47.0,8.5,33.1,26.1,28.7,42.0,26.1,33.7,25.5,0
Port of Spain,2024-09-25,85.4,0.2032,8.1,53.5,8.2,32.0,25.8,28.3,40.3,25.8,33.0,25.5,1
Port of Spain,2024-09-26,89.5,11.9888,9.2,51.4,8.6,32.8,25.1,27.3,41.9,25.1,30.7,25.4,1
Port of Spain,2024-09-27,85.3,0.0,9.2,55.8,8.8,33.1,25.8,28.6,43.7,25.8,33.7,25.8,0
Port of Spain,2024-09-28,82.8,0.0,12.8,47.6,8.6,33.0,26.1,29.1,41.9,26.1,34.6,25.7,0
Port of Spain,2024-09-29,85.8,0.3048,8.1,62.6,7.6,32.0,25.1,28.0,40.7,25.1,32.2,25.3,1
Port of Spain,2024-09-30,85.3,0.2032,11.4,52.1,8.5,31.8,24.9,28.1,40.3,24.9,32.4,25.3,1
Port of Spain,2024-10-01,77.1,0.0,17.2,34.0,7.5,31.1,24.9,27.6,36.2,24.9,29.5,23.1,0
Port of Spain,2024-10-02,75.7,0.0,16.1,34.2,6.3,30.9,24.8,27.5,35.4,24.8,29.6,22.7,0
Port of Spain,2024-10-03,75.4,0.0,16.1,41.5,6.8,32.1,24.3,27.8,36.9,24.3,29.6,22.8,0
Port of Spain,2024-10-04,69.4,0.0,16.1,24.3,10.1,32.6,23.8,28.1,36.6,23.8,30.1,21.7,0
Port of Spain,2024-10-05,75.3,0.0,16.1,59.6,4.5,31.0,26.1,28.4,37.4,26.1,32.2,23.6,0
Port of Spain,2024-10-06,91.6,26.9748,13.9,66.4,6.2,30.0,24.9,26.5,37.4,24.9,28.0,24.9,1
Port of Spain,2024-10-07,81.8,0.0,11.4,35.4,7.0,33.0,25.0,28.7,43.1,25.0,33.3,25.1,0
Port of Spain,2024-10-08,90.6,2.9972,8.1,64.1,7.7,28.1,24.0,25.9,32.7,24.0,27.0,24.2,1
Port of Spain,2024-10-09,87.7,1.2954,12.8,55.5,8.3,32.1,23.9,26.9,42.5,23.9,29.4,24.6,1
Port of Spain,2024-10-10,82.1,12.2936,13.9,54.5,7.0,32.9,25.1,28.7,42.5,25.1,33.4,25.1,1
Port of Spain,2024-10-11,78.8,0.1016,11.4,43.3,8.8,33.1,26.0,29.0,42.1,26.0,33.3,24.7,1
Port of Spain,2024-10-12,86.0,0.0,13.9,50.1,7.5,29.1,24.1,26.1,35.6,24.1,27.4,23.4,0
Port of Spain,2024-10-13,81.9,0.0,13.9,48.9,8.9,33.1,26.0,29.4,43.9,26.0,35.6,25.8,0
Port of Spain,2024-10-14,80.7,0.0,11.4,49.8,8.7,33.8,26.1,29.3,42.9,26.1,35.2,25.5,0
Port of Spain,2024-10-15,82.8,0.0,13.9,44.7,8.9,32.1,25.1,28.2,40.9,25.1,32.4,24.9,0
Port of Spain,2024-10-16,82.5,0.0,12.8,43.3,9.8,32.1,24.1,28.0,40.7,24.1,31.9,24.6,0
Port of Spain,2024-10-17,83.6,0.0,12.8,38.2,10.2,32.3,25.0,28.3,41.1,25.0,32.6,25.2,0
Port of Spain,2024-10-18,82.3,0.0,15.0,29.6,9.2,33.1,24.9,29.1,43.8,24.9,34.4,25.6,0
Port of Spain,2024-10-19,86.6,6.2992,17.2,40.1,8.7,33.1,25.8,28.4,42.4,25.8,33.7,25.9,1
Port of Spain,2024-10-20,87.6,4.0894,15.0,51.5,7.0,31.9,25.8,28.0,42.2,25.8,32.3,25.7,1
Port of Spain,2024-10-21,87.7,10.0076,16.1,43.6,6.1,31.9,25.1,27.4,42.1,25.1,31.1,25.2,1
Port of Spain,2024-10-22,91.5,4.3942,11.4,51.2,8.0,28.8,25.8,26.9,35.3,25.8,30.0,25.4,1
Port of Spain,2024-10-23,86.5,0.0,11.4,52.4,8.0,31.8,25.1,28.4,40.6,25.1,34.0,25.9,0
Port of Spain,2024-10-24,92.7,12.9794,11.4,57.5,7.3,31.0,25.8,27.1,42.2,25.8,30.7,25.8,1
Port of Spain,2024-10-25,87.7,15.722599999999998,13.9,57.1,6.4,31.8,25.1,27.8,42.0,25.1,31.7,25.5,1
Port of Spain,2024-10-26,83.5,0.9906,16.1,31.5,7.8,32.1,24.9,28.4,40.7,24.9,32.8,25.2,1
Port of Spain,2024-10-27,89.7,8.001,16.1,47.9,7.6,31.1,24.9,27.1,39.5,24.9,29.8,25.2,1
Port of Spain,2024-10-28,84.6,2.0066,11.4,58.7,8.8,32.8,25.9,28.7,41.9,25.9,33.7,25.7,1
Port of Spain,2024-10-29,81.1,0.0,11.4,54.0,8.2,32.8,24.9,28.7,40.7,24.9,33.1,24.9,0
Port of Spain,2024-10-30,81.2,0.0,10.3,47.3,8.4,33.0,23.1,27.7,40.3,23.1,31.2,24.0,0
Port of Spain,2024-10-31,82.3,0.0,9.2,52.0,8.4,33.1,25.1,28.3,42.2,25.1,32.6,24.9,0
Port of Spain,2024-11-01,79.0,0.0,13.9,23.5,8.3,31.1,22.9,26.7,35.4,22.9,28.4,22.5,0
Port of Spain,2024-11-02,75.7,0.0,20.8,26.1,6.5,31.1,22.8,27.1,35.7,22.8,28.8,22.2,0
Port of Spain,2024-11-03,75.0,0.0,18.8,56.4,7.7,32.8,23.8,27.6,36.8,23.8,29.3,22.4,0
